qHardWords,qLength,hasMedia,qDaleChall,Value,Round,Show,aLength
7,18,0,10.22,400,0,4643,1
7,21,0,10.4,800,0,4161,2
8,12,0,14.76,1600,1,6113,2
3,10,0,8.87,200,0,5019,2
2,13,0,7.05,400,1,5928,1
4,15,0,8.84,800,1,5584,1
3,17,0,7.27,1000,0,4702,1
1,3,0,9.05,600,0,5468,1
2,3,0,19.53,400,1,6267,2
4,18,0,7.59,600,0,5282,2
4,17,0,8.19,1200,1,4803,1
4,19,0,7.9,800,0,5346,3
7,16,0,11.34,400,0,5900,2
6,20,0,9.37,800,0,5951,2
5,20,1,9.12,2000,1,5432,1
1,5,0,7.78,1600,1,4527,2
5,17,0,9.36,400,0,5270,5
6,17,0,10.05,800,1,4943,2
10,45,1,8.65,1200,1,4988,1
7,17,0,10.98,400,0,4998,2
9,20,0,11.24,400,1,6261,1
8,16,0,12.8,400,1,5492,2
6,17,0,10.35,2000,1,4322,1
6,18,0,10.05,1000,0,5028,1
4,9,0,11.1,200,0,4603,3
8,15,0,12.8,2000,1,4854,4
4,7,0,13.01,200,0,5752,2
5,11,0,11.36,600,0,5370,1
6,15,0,10.7,800,0,4329,2
5,18,0,8.92,600,0,5793,2
7,14,0,12.23,800,0,6249,2
7,12,0,13.44,200,0,5055,2
7,16,0,11.75,2000,1,5381,1
3,10,0,8.87,1600,1,4718,3
3,10,0,9.35,200,0,4124,1
2,13,0,6.71,800,1,5326,3
1,17,0,5.41,600,0,4396,2
6,16,0,10.35,400,0,4311,4
3,17,0,7.27,800,0,5545,1
1,3,0,9.05,400,1,4858,1
2,11,0,7.05,400,0,4361,2
7,20,0,10.4,1600,1,5893,1
6,18,0,9.79,200,0,5099,1
5,16,0,9.36,800,0,4271,4
7,18,0,10.67,200,0,4806,2
0,14,0,0.69,1000,0,4513,2
1,2,0,11.63,200,0,5157,3
6,17,0,10.35,800,1,5295,1
4,16,0,8.38,200,0,5318,2
6,17,0,10.05,400,1,5612,1
8,11,0,15.67,1200,1,5842,1
3,20,0,7,800,1,4923,2
4,7,0,13.01,200,0,5816,1
6,16,0,10.7,800,0,5954,5
4,6,0,14.46,400,0,4518,2
8,16,0,12.33,400,1,4769,1
2,11,0,7.05,800,0,5477,3
5,16,0,9.36,800,0,4487,3
2,6,0,9.2,400,0,5764,1
7,12,0,13.44,400,0,4991,2
12,40,1,9.92,2000,1,5016,3
1,5,0,7.04,1600,1,4136,3
0,3,0,0.15,600,0,4797,2
5,13,0,10.35,1000,0,4736,3
11,54,1,7.59,1600,1,5003,4
6,16,0,10.7,2000,1,4223,2
5,15,0,9.64,1000,0,5959,2
0,7,1,0.25,1200,1,5071,1
5,17,0,9.12,1200,1,6212,3
2,10,0,7.29,1600,1,4708,2
1,5,0,7.04,2000,1,6138,1
1,13,1,5.25,600,0,5345,3
4,19,0,7.9,800,0,5037,1
2,15,0,6.59,200,0,4847,1
3,13,0,8.18,800,1,4752,1
5,13,0,10.81,600,0,4394,2
1,17,0,5.41,1200,1,5105,5
4,11,0,9.92,600,0,4264,2
5,14,0,9.97,800,0,5451,1
4,16,0,8.38,400,1,5658,2
3,21,0,6.93,400,1,5268,2
4,6,0,14.46,200,0,4468,2
5,13,0,10.81,200,0,4213,1
5,13,0,10.35,400,1,5301,1
6,15,0,11.1,400,0,4759,1
5,7,0,15.26,1000,0,5428,1
2,8,0,7.98,200,0,5224,1
2,4,0,14.31,2000,1,5033,1
3,10,0,8.87,800,1,5576,1
10,36,1,9.5,1600,1,4886,2
7,20,0,9.5,200,0,4333,3
4,20,1,8.04,800,1,5468,1
9,18,0,12.42,400,1,5819,1
6,17,0,10.05,400,1,4671,1
2,16,0,6.4,1600,1,4281,3
4,16,0,8.38,400,0,5092,1
6,23,0,8.9,200,0,4646,2
9,20,0,11.59,1000,0,5621,1
11,45,1,9.06,1000,0,5438,2
8,21,0,10.69,400,0,4673,2
1,9,1,6.24,800,0,6243,3
2,14,0,6.59,400,1,4475,1
9,18,0,12.42,800,1,4519,3
3,16,0,8.18,800,1,4300,1
4,16,0,8.38,600,0,4250,2
8,19,0,11.23,2000,1,5625,1
6,16,0,10.35,400,0,5622,2
3,5,0,13.36,1200,1,6012,1
2,2,0,19.53,200,0,4746,2
5,14,0,9.62,1600,1,5485,1
2,7,0,8.5,400,0,6112,1
6,15,0,11.1,200,0,6157,2
4,22,0,7.43,800,0,5340,5
7,19,0,10.4,2000,1,4173,1
6,16,0,10.35,400,1,6105,2
2,2,0,19.53,1200,1,6260,2
8,15,0,13.35,600,0,6194,1
1,5,0,7.78,2000,1,5877,1
3,8,0,9.95,400,1,5802,3
5,22,0,8.32,800,1,6077,2
2,13,0,6.71,400,0,6005,1
5,15,0,9.64,1600,1,5414,1
6,18,0,9.79,400,1,6294,1
6,17,0,10.35,800,1,5045,2
11,45,1,9.06,800,0,4978,1
8,18,0,11.55,1200,1,5298,2
10,41,1,9.12,600,0,5370,1
5,16,0,9.36,800,0,5628,4
3,19,0,7.07,1000,0,5362,2
5,13,0,10.35,800,1,4942,1
0,2,0,0.1,800,0,4530,1
9,18,0,12.42,800,1,6280,3
6,14,0,11.1,200,0,5783,1
7,16,0,11.34,1200,1,4690,1
6,13,0,11.57,2000,1,5476,1
7,18,0,10.67,800,1,6104,1
7,19,0,10.22,200,0,4759,2
4,16,0,8.38,400,1,4579,1
0,14,0,0.64,400,1,4943,1
7,24,0,9.58,1000,0,5740,1
3,11,0,8.49,1000,0,5859,2
7,15,0,12.23,800,0,4201,1
5,16,0,9.36,800,0,5882,1
5,9,0,12.86,1600,1,5823,2
6,14,0,11.1,2000,1,5481,3
1,7,0,6.24,400,0,4617,1
14,50,1,9.43,600,0,6071,2
8,17,0,11.91,2000,1,4838,1
5,18,0,8.92,600,0,5794,2
9,17,0,12.84,600,0,4366,2
2,5,0,10.2,400,0,6247,2
6,11,0,12.79,400,1,4917,1
5,17,0,9.12,600,0,5192,1
5,14,0,9.97,1200,1,5866,2
4,14,0,8.5,400,1,6262,1
12,26,1,12.13,800,1,5554,7
5,20,0,8.58,800,1,6152,2
6,16,0,10.35,1600,1,5563,2
6,21,0,9.19,400,1,4587,1
2,4,0,11.73,2000,1,5577,3
1,14,0,5.46,400,1,4572,1
9,16,0,13.85,1600,1,5650,2
8,20,0,11.49,600,0,4186,2
5,11,0,11.36,400,0,4174,3
6,11,0,12.79,400,1,5879,1
5,12,0,10.81,400,1,4752,3
2,9,0,7.59,1200,1,4152,1
0,9,1,0.35,200,0,4848,2
4,18,0,8.04,400,1,6093,1
4,11,0,9.92,1600,1,4505,2
7,13,0,12.78,2000,1,5568,1
6,16,0,10.35,800,0,4663,2
8,20,0,11.23,800,1,4399,1
6,14,0,11.1,1000,0,5810,2
2,4,0,11.73,400,0,4659,2
8,15,0,12.8,1600,1,5438,1
4,11,0,9.92,200,0,5754,3
3,13,0,7.93,400,1,5270,3
3,12,0,8.49,800,1,6063,2
8,21,0,10.69,1000,0,4207,1
4,14,0,9.14,200,0,5881,1
7,20,0,10.16,800,1,5794,1
3,5,0,13.36,200,0,4351,1
0,1,0,0.05,800,1,5970,1
1,6,0,6.57,1000,0,5697,2
5,14,0,9.97,600,0,5455,3
4,20,1,7.63,200,0,4884,5
5,16,0,9.36,1000,0,6283,1
9,16,0,13.31,1000,0,4241,1
7,41,1,7.49,2000,1,5414,3
5,17,0,9.12,1600,1,4293,2
4,6,0,14.46,200,0,4711,1
9,42,1,8.18,2000,1,5343,3
12,32,0,10.52,800,0,4392,1
5,10,0,12.03,1600,1,4952,1
4,17,0,8.19,1200,1,4587,2
4,11,0,9.92,200,0,5440,1
1,2,0,11.63,1000,0,5874,1
3,7,0,11.83,800,0,5357,2
5,18,0,8.92,800,0,5361,2
6,15,0,10.7,2000,1,4949,2
5,16,1,10.81,1000,0,4938,1
5,14,0,10.35,800,0,4680,2
7,15,0,11.75,1200,1,6016,4
5,14,0,9.97,800,0,4908,3
6,20,0,9.57,800,1,4247,3
6,11,0,12.79,800,1,4603,2
5,13,0,10.35,200,0,5381,2
4,14,0,8.84,200,0,4229,2
3,5,0,15.68,400,0,4701,1
6,21,0,9.57,800,0,5074,1
4,20,0,7.59,800,0,4274,1
2,5,0,10.2,2000,1,4200,3
8,21,0,10.94,800,0,4172,1
2,11,0,7.05,800,1,5107,2
6,20,0,9.57,800,1,4926,1
8,21,0,10.69,400,0,4082,2
4,16,0,8.38,400,0,5320,1
2,6,0,9.2,1200,1,5289,2
7,13,0,12.78,1000,0,4647,1
6,21,0,9.19,1600,1,5953,2
3,5,0,13.36,200,0,4247,1
4,12,0,9.5,400,1,4533,2
9,18,0,12.84,400,0,5800,2
2,7,0,8.5,800,0,5638,2
4,20,0,7.9,1000,0,5405,2
4,26,0,7.4,2000,1,5043,4
6,16,0,10.7,600,0,6189,1
6,20,0,9.37,800,0,6191,3
2,14,0,6.59,400,1,4265,2
2,2,0,19.53,400,1,5214,2
6,20,0,9.37,800,1,6257,2
7,23,0,9.58,400,0,4042,2
5,13,0,10.35,200,0,4754,1
3,14,0,7.93,400,1,5806,3
6,16,0,10.35,800,1,5322,1
0,15,0,0.37,400,0,5441,1
5,17,0,9.12,800,0,5112,2
4,12,0,9.5,400,1,5012,2
4,16,0,8.38,400,0,4276,1
5,16,0,9.36,800,1,5311,2
4,9,0,11.1,800,1,4290,3
2,5,0,10.2,400,0,5710,2
3,14,0,7.71,800,1,6081,1
8,15,0,12.8,400,1,5401,1
4,17,0,8.19,800,0,5833,2
3,15,0,7.17,600,0,6105,3
10,34,1,9.8,2000,1,6140,2
3,9,0,9.35,800,0,4187,1
5,17,0,9.12,800,1,4830,2
8,17,0,11.91,1000,0,4462,2
3,9,0,9.35,800,1,4907,3
5,18,0,8.92,400,1,5488,2
10,18,0,13.77,800,1,6262,2
7,17,0,10.98,400,0,5669,2
5,10,0,12.86,1000,0,4240,2
3,4,0,19.58,800,1,5822,2
4,7,0,14.46,200,0,4911,3
1,7,0,6.24,1600,1,5629,2
1,11,1,5.84,800,1,5180,1
8,15,0,13.35,200,0,4784,1
10,21,0,12.2,400,1,5041,1
6,20,0,9.09,1000,0,5402,3
6,18,0,10.05,800,1,4265,1
9,33,1,9.26,1000,0,5220,3
8,16,0,12.33,1600,1,5226,1
4,12,0,9.5,600,0,5904,5
2,15,0,6.49,1600,1,5489,2
6,21,0,9.19,200,0,5643,1
6,18,0,9.79,200,0,4561,1
4,22,0,7.69,600,0,5297,1
7,13,0,13.44,600,0,4085,3
4,13,1,11.1,1200,1,4655,2
7,19,0,10.4,2000,1,4462,1
6,19,0,9.57,400,0,4993,2
8,14,0,13.35,600,0,4514,1
2,8,0,7.98,400,1,5402,2
3,13,0,7.93,600,0,5817,1
4,15,0,8.59,1200,1,4831,1
6,16,0,10.35,600,0,5326,1
3,3,0,19.58,200,0,4779,1
8,20,0,11.23,1600,1,5261,2
3,16,0,7.39,600,0,5044,2
3,11,0,8.87,200,0,4865,2
8,18,0,11.49,1000,0,4634,2
5,19,1,9.12,1200,1,5901,1
6,15,0,11.1,1000,0,5530,2
4,14,0,8.84,400,0,6245,2
4,20,0,7.29,400,0,5712,2
7,14,0,12.78,600,0,6040,2
6,15,0,10.7,400,0,5141,3
5,16,0,9.64,2000,1,4389,3
5,12,0,10.81,200,0,6298,3
4,9,0,11.1,800,1,4323,1
3,15,1,7.93,600,0,6188,1
6,19,0,9.79,800,0,5874,3
6,14,0,11.1,1000,0,4261,1
5,11,0,11.36,2000,1,5255,1
3,8,0,10.75,800,0,4211,2
3,13,0,7.93,1600,1,4960,1
3,11,1,9.35,800,0,5927,1
2,10,0,7.29,200,0,4616,1
8,17,0,11.91,800,1,5955,1
8,15,0,13.35,400,1,4612,2
6,20,0,9.57,400,0,5096,1
6,17,0,10.35,1000,0,5970,2
4,16,0,8.38,2000,1,5021,3
5,14,0,9.97,2000,1,5080,3
0,4,0,0.2,600,0,6170,2
4,12,0,9.5,600,0,4670,2
5,14,0,9.62,600,0,4462,2
6,17,0,10.05,400,1,5579,1
3,5,0,13.36,2000,1,6100,1
4,9,0,10.88,200,0,5585,1
2,14,0,6.59,400,1,5390,1
3,8,0,9.95,2000,1,4712,2
5,14,0,10.81,1200,1,5352,1
1,4,0,7.78,200,0,4162,4
8,19,1,13.35,600,0,4938,1
6,16,0,10.35,800,1,4928,1
6,17,0,10.05,800,1,4289,2
8,20,0,10.94,2000,1,4188,1
1,3,0,11.63,200,0,4748,2
1,7,0,6.24,200,0,6191,3
7,15,0,11.75,2000,1,4160,2
5,20,0,8.92,2000,1,5323,1
3,4,0,15.68,2000,1,4741,1
7,20,0,10.16,600,0,5588,3
6,14,0,11.1,400,1,5190,1
5,11,0,11.36,400,0,4041,1
4,11,0,9.92,200,0,4764,1
4,21,0,7.79,600,0,4417,1
9,23,0,10.96,1600,1,6105,1
3,8,0,9.95,200,0,5964,1
5,19,0,8.73,400,0,4190,3
11,31,0,10.17,1000,0,4614,2
3,11,0,8.49,400,1,4488,2
3,6,0,11.83,1000,0,4935,4
2,5,0,11.73,400,0,6194,3
5,25,0,8.03,400,0,5413,2
7,18,0,10.98,800,0,4862,1
5,18,0,8.47,1000,0,4546,3
8,25,0,10.09,1000,0,4390,2
4,14,0,9.14,1000,0,5455,2
8,13,0,14,1200,1,5379,5
6,19,0,9.09,800,1,6225,2
4,14,0,8.84,800,1,5398,2
7,12,0,14.23,1600,1,4619,2
4,16,0,8.38,1600,1,6286,2
7,22,0,9.75,1600,1,6114,1
4,19,0,8.04,200,0,5122,3
7,12,0,13.44,600,0,4679,1
1,5,0,7.04,800,0,5431,1
5,11,0,11.36,1600,1,4197,2
2,5,0,10.2,800,0,5813,2
3,19,0,7.07,400,0,5958,3
5,20,0,8.58,200,0,5392,1
2,5,0,10.2,200,0,6043,1
4,15,0,8.5,800,0,5184,1
3,13,0,7.93,800,0,4927,2
11,20,0,13.31,1600,1,4549,1
9,47,1,8.01,2000,1,4869,1
3,6,0,11.83,1200,1,5898,1
6,20,0,9.57,1600,1,5260,2
5,23,0,8.08,800,0,6291,1
8,17,0,11.91,800,1,4926,1
6,19,0,9.79,600,0,5180,5
3,3,0,19.58,400,1,4391,1
7,15,0,11.75,1200,1,4713,4
2,5,0,11.73,600,0,4259,1
14,42,1,10.53,800,0,5730,1
8,17,0,11.91,1600,1,4669,2
3,12,0,8.18,1200,1,5440,1
2,4,0,11.73,1600,1,5997,2
3,7,0,11.83,1000,0,4833,1
2,5,0,10.2,400,0,5016,1
5,15,0,9.64,800,1,5837,1
5,16,0,9.36,200,0,5681,2
1,7,0,6.24,200,0,4923,2
2,6,0,9.2,600,0,5543,1
5,12,0,10.81,1200,1,6228,1
7,20,0,10.16,1000,0,4322,1
3,15,0,7.54,1200,1,4717,2
8,18,0,11.55,400,1,5254,1
6,17,0,10.05,800,1,5447,4
2,9,0,7.59,1600,1,5066,1
6,14,0,11.57,800,0,6139,1
5,16,0,9.36,200,0,4290,1
3,12,0,8.18,800,1,6090,1
4,21,0,7.69,400,0,5214,2
5,15,0,9.64,1600,1,6140,3
1,4,0,7.78,600,0,4762,2
5,11,0,11.36,200,0,4718,6
7,19,0,9.93,400,1,4206,1
7,14,0,12.23,600,0,5998,2
9,17,0,12.84,800,1,5501,2
7,18,0,10.67,200,0,4896,2
4,17,0,8.19,200,0,5594,2
9,20,0,11.73,2000,1,5854,2
5,11,0,11.36,400,1,5204,1
6,20,0,9.09,1200,1,5694,2
2,7,0,8.5,1000,0,5664,2
4,12,0,9.92,800,0,4269,3
6,21,0,9.19,1200,1,4798,1
6,14,0,11.1,400,1,5976,1
4,9,0,11.1,1200,1,4663,1
7,12,0,14.23,400,1,4642,2
4,22,0,7.6,800,0,6070,1
4,16,0,8.84,1000,0,4611,2
2,2,0,19.53,400,1,5138,2
7,15,0,12.23,600,0,6217,2
2,4,0,11.73,800,1,5530,4
1,4,0,7.78,400,1,6190,1
3,5,1,19.58,1000,0,6026,1
6,23,1,9.35,400,1,5708,2
3,11,0,8.49,200,0,5826,2
3,13,0,7.93,2000,1,5747,3
5,7,0,16.94,400,0,5865,1
9,19,0,12.42,2000,1,4853,2
4,20,0,7.79,1200,1,5425,5
4,17,0,8.19,800,1,4146,2
4,10,0,10.45,1200,1,4392,1
3,18,0,7.16,800,1,5074,2
5,17,0,9.12,1600,1,6170,1
3,17,0,7.27,800,0,4966,2
6,11,0,12.79,800,0,4286,1
6,19,0,9.57,1200,1,5929,1
7,19,0,9.93,200,0,4730,3
6,15,0,10.7,1000,0,5536,2
6,18,0,9.79,200,0,5307,3
6,18,0,9.35,1200,1,5277,2
6,14,0,11.1,2000,1,5809,2
4,20,0,7.9,400,0,4780,3
3,3,0,19.58,400,0,5356,1
7,19,0,10.4,400,0,5902,2
2,8,0,7.98,200,0,5830,1
3,15,0,7.71,600,0,5099,1
4,10,0,10.45,800,0,4616,1
3,6,0,13.36,400,1,4570,1
5,18,0,9.12,600,0,4144,6
7,17,0,10.98,400,0,6218,2
8,18,0,11.55,400,0,5769,2
0,6,0,0.25,400,1,6184,3
5,22,0,8.32,2000,1,4259,5
6,20,0,9.57,600,0,5095,2
2,2,0,19.53,400,1,4399,2
7,19,0,10.4,1200,1,4738,2
4,15,0,8.59,2000,1,4530,2
5,17,0,8.97,1600,1,5823,3
5,12,0,10.81,600,0,4961,3
4,14,0,8.84,200,0,6117,2
9,17,0,12.84,1000,0,5369,2
9,16,0,13.31,1600,1,4459,3
4,10,0,10.45,400,0,4172,1
6,14,0,11.1,1600,1,4846,2
8,19,0,11.23,200,0,5467,1
1,4,0,7.78,800,0,6290,1
5,14,0,9.97,400,1,5085,2
4,9,0,11.1,2000,1,5279,1
5,13,0,10.35,400,1,4502,2
8,19,0,11.23,200,0,4887,2
5,15,0,9.64,600,0,5084,3
5,14,0,10.35,400,0,6257,1
9,16,0,13.31,1200,1,6265,1
5,15,0,9.64,1600,1,4667,2
6,21,0,9.57,200,0,4107,3
7,20,0,10.67,2000,1,4811,3
4,23,0,7.52,800,0,5216,2
5,19,0,8.73,400,0,5029,2
6,15,0,10.7,200,0,4335,1
4,12,0,9.92,400,0,5870,2
6,15,0,10.7,1000,0,5279,2
5,12,0,10.81,2000,1,5515,2
7,20,0,10.16,400,1,6257,2
4,11,0,9.92,800,1,4520,1
4,17,0,7.77,1000,0,4604,5
3,15,0,7.54,400,0,5564,2
6,15,0,10.7,800,1,6252,2
6,17,0,10.05,200,0,6262,2
5,16,0,9.36,600,0,4722,1
10,22,0,11.9,400,1,4181,1
2,12,0,6.86,200,0,4274,1
3,16,0,7.39,2000,1,4348,1
6,18,0,10.05,1600,1,4848,1
6,27,1,8.33,400,0,4802,2
0,5,0,0.25,400,0,5863,2
9,16,0,13.85,600,0,4904,3
6,24,0,8.18,2000,1,5125,2
5,12,0,10.81,1200,1,5074,1
5,13,0,10.35,1600,1,4350,2
7,19,0,10.4,1000,0,5256,1
6,18,0,9.79,400,1,5196,1
2,13,0,6.71,400,0,5607,3
3,23,0,6.84,400,1,4538,1
4,20,0,7.9,1000,0,5235,1
7,20,0,9.66,1000,0,4773,2
7,18,0,10.67,1600,1,5595,1
7,19,0,10.4,1200,1,5187,1
1,15,0,5.43,800,0,5219,3
4,17,0,8.19,1200,1,6011,1
8,14,0,13.35,600,0,5782,1
8,19,0,11.23,800,0,4801,2
1,8,0,6.01,400,1,5990,2
3,6,0,11.83,1200,1,5217,2
4,15,0,8.59,1200,1,4557,1
6,23,1,10.05,1200,1,6279,2
4,6,0,14.46,1600,1,4312,3
4,11,0,9.92,200,0,5952,2
3,8,0,10.75,800,0,4581,2
4,17,0,8.38,2000,1,4704,1
3,9,0,9.35,800,1,4518,1
6,15,0,10.7,1000,0,5545,2
3,9,0,9.35,1000,0,4311,2
8,13,0,14,400,0,4122,3
7,18,0,10.67,400,0,5299,2
5,14,0,9.97,800,1,4078,1
5,22,0,8.32,400,1,5203,2
4,20,0,7.29,800,0,5763,1
5,14,0,9.97,800,1,5654,3
2,18,0,6.28,200,0,4172,2
7,11,0,15.19,1000,0,4141,1
4,5,0,19.62,400,0,6088,2
4,15,0,8.1,800,1,4468,4
7,17,0,10.98,800,0,5658,1
5,20,0,8.58,800,0,4813,2
5,10,0,12.03,600,0,5243,2
2,6,0,9.2,600,0,4493,2
6,18,0,9.79,1000,0,5616,2
6,20,0,9.37,200,0,5571,2
3,7,0,10.75,800,0,4315,2
4,13,0,9.5,1200,1,4630,1
4,20,0,7.79,800,1,5915,2
5,16,0,9.64,600,0,4802,3
5,20,0,8.26,600,0,5037,1
6,21,0,9.19,600,0,6092,1
7,18,0,10.67,600,0,4519,1
7,39,1,7.37,500,0,4897,2
4,19,0,8.04,800,1,5697,2
5,15,0,9.97,800,0,4495,1
3,11,0,8.49,400,0,5162,1
7,17,0,10.98,800,0,5814,2
9,21,0,10.92,200,0,5585,1
9,31,0,9.76,2000,1,6059,2
7,19,0,10.4,1200,1,4453,1
2,17,0,6.4,800,0,4327,4
4,19,0,8.04,200,0,6018,1
10,17,0,13.77,400,1,4815,1
12,39,1,9.57,600,0,5585,3
7,18,0,10.98,400,1,5849,3
6,15,0,11.1,400,1,4166,2
3,17,0,7.39,400,0,4514,3
3,13,1,8.49,1200,1,4880,1
6,15,0,10.7,400,1,4921,1
6,19,0,9.57,800,1,5487,3
2,2,0,19.53,1600,1,5866,1
7,15,0,11.38,400,1,4594,2
3,11,0,8.87,400,0,4225,1
2,7,0,8.5,400,1,4559,2
3,13,0,7.93,800,1,6159,1
4,10,0,10.45,400,0,6098,1
6,16,0,10.35,400,0,4746,3
8,16,0,12.33,1000,0,5791,1
3,13,0,8.18,1600,1,4952,1
2,16,0,6.01,200,0,6176,1
7,19,0,10.4,800,1,5499,2
8,18,0,11.55,1200,1,4621,3
6,15,0,10.7,200,0,4452,4
7,16,0,11.34,1200,1,5550,1
2,15,1,6.71,200,0,5106,2
4,16,0,8.59,1200,1,4163,2
6,20,0,9.57,200,0,5323,3
14,41,1,10.4,400,1,5181,1
5,18,0,8.92,400,0,6025,1
6,19,0,9.57,400,1,4235,1
8,20,1,11.55,1600,1,5155,3
5,12,0,10.81,1200,1,4350,2
6,12,0,12.13,2000,1,4274,1
8,12,0,14.76,800,1,6047,3
6,17,0,10.05,1000,0,4874,1
6,19,0,9.57,600,0,6052,1
8,17,0,12.33,200,0,4591,1
1,2,0,11.63,800,1,4583,1
5,15,0,9.97,200,0,6193,3
6,15,1,11.57,200,0,5612,1
5,19,0,8.73,1000,0,6009,2
3,12,0,8.18,800,0,4930,2
1,3,0,9.05,400,0,4237,1
6,15,0,10.7,1200,1,6186,1
3,9,0,9.95,1000,0,4647,1
6,16,0,10.35,2000,1,4388,2
6,16,0,10.7,800,1,5954,2
4,12,1,10.45,2000,1,5807,3
1,4,0,7.78,400,1,4933,1
5,15,0,9.64,400,1,4997,1
5,20,0,8.58,400,1,5824,1
5,14,0,10.35,2000,1,4932,1
5,17,0,9.12,800,0,5646,1
3,17,0,7.39,800,0,4467,1
6,20,0,9.57,1600,1,5456,1
6,23,0,9.19,2000,1,6294,2
8,16,0,12.33,1000,0,5841,1
6,18,0,9.79,1000,0,4882,3
1,18,0,5.41,400,0,6278,2
6,20,0,9.57,1000,0,4791,1
11,30,1,10.53,800,1,5516,1
5,17,0,9.12,2000,1,4323,2
3,16,1,7.54,800,0,6042,3
3,20,0,6.5,1000,0,5248,2
2,8,0,7.98,1600,1,4839,2
2,2,0,19.53,1200,1,4828,2
9,18,0,12.84,1000,0,5423,2
5,11,0,11.36,200,0,6031,2
5,26,1,7.64,1600,1,5009,2
4,20,0,7.79,1000,0,4952,1
5,15,0,9.97,800,1,5942,2
9,15,0,13.85,1200,1,5034,2
3,9,0,9.35,1200,1,5084,1
8,18,0,11.91,2000,1,5806,1
7,18,0,11.34,400,0,4864,1
5,22,0,7.5,400,1,5238,2
4,19,0,8.04,400,0,5454,2
2,16,1,6.86,800,0,6248,2
3,12,0,8.18,1200,1,6036,1
7,16,0,11.34,1200,1,5859,3
4,7,0,13.01,200,0,5826,2
5,17,0,9.12,400,0,5116,1
2,2,0,19.53,400,1,6207,2
6,21,0,9.37,600,0,5492,3
3,9,0,9.35,400,1,5016,2
2,2,0,19.53,400,1,4886,2
9,32,1,9.26,800,1,5351,1
4,22,0,7.16,800,0,5628,3
6,15,0,10.7,1600,1,4783,1
10,20,0,12.89,1600,1,6161,1
4,8,0,11.93,400,0,5471,1
9,20,0,11.73,400,0,4339,2
6,17,0,10.05,2000,1,5584,1
2,20,0,6.21,400,0,5179,1
6,18,0,9.79,600,0,6065,3
5,11,0,12.03,800,0,4758,1
5,22,0,8.32,1600,1,4568,2
1,5,0,7.04,400,1,5339,1
4,9,0,11.1,1200,1,5928,2
8,18,0,11.49,400,0,4541,5
5,15,0,9.64,800,1,5727,1
8,17,0,11.91,1600,1,4267,1
8,18,0,11.91,1200,1,5446,1
3,11,0,8.49,400,1,5943,2
6,18,0,9.35,800,1,5374,7
1,14,0,5.46,800,1,4626,2
6,26,1,8.67,2000,1,5419,2
2,11,0,7.05,400,0,5381,2
8,18,0,11.91,800,0,5172,1
10,17,0,13.77,800,1,5446,1
5,19,0,8.47,1000,0,5279,2
6,13,0,11.57,400,1,4474,2
1,6,0,6.57,400,1,6168,3
3,9,0,9.95,600,0,4772,1
3,7,0,10.75,1000,0,5279,3
2,10,0,7.29,800,1,5593,2
6,18,0,9.35,600,0,4365,1
9,41,1,8.48,400,0,5607,2
5,17,0,8.7,1600,1,5274,2
5,8,0,13.9,400,1,4869,2
6,15,0,10.32,400,1,4879,2
4,15,0,8.59,1000,0,5610,2
7,17,0,10.98,600,0,4490,2
3,17,0,7.27,200,0,6233,1
5,15,0,9.64,400,1,6180,1
6,19,0,9.57,800,1,5395,2
2,15,0,6.49,1000,0,4549,2
2,7,0,8.5,200,0,5235,1
3,16,1,7.37,2000,1,5093,4
11,18,0,14.7,400,1,4083,3
4,9,1,13.01,800,0,4589,2
11,35,1,10.17,1200,1,5685,1
3,3,0,19.58,1200,1,4456,1
3,18,0,7.16,400,1,4326,2
4,23,0,7.6,1200,1,5013,3
2,3,0,14.31,1200,1,5805,2
0,5,0,0.25,1000,0,4793,2
9,36,1,8.66,400,1,6026,1
3,14,0,7.71,600,0,5413,2
3,10,0,8.87,1600,1,6068,1
9,16,0,13.48,600,0,5464,1
17,45,0,11.83,400,1,6139,1
6,21,0,8.67,1000,0,5496,2
6,21,0,9.19,400,0,6206,1
1,4,0,7.78,600,0,5880,1
5,16,0,9.36,200,0,4032,1
8,19,0,11.23,800,1,5324,4
6,10,0,13.61,1200,1,4619,3
7,17,0,10.98,400,0,5281,2
4,17,0,8.19,800,1,4197,1
0,6,0,0.3,800,0,4286,2
4,13,0,9.14,400,0,4738,3
7,12,0,13.44,400,0,4252,2
8,16,0,12.33,600,0,4288,1
6,16,0,10.35,800,0,5930,1
1,5,0,7.78,200,0,5685,1
2,5,0,10.2,400,1,5831,2
6,20,0,8.94,600,0,4913,1
6,11,0,12.79,400,1,5915,2
5,12,0,10.81,600,0,5074,1
4,13,0,9.14,1200,1,5107,7
6,16,0,10.35,400,0,4491,2
3,10,0,8.87,1000,0,5204,1
3,12,0,8.18,1200,1,5084,2
7,16,0,11.34,1600,1,5396,2
4,16,0,8.38,800,1,4124,2
4,15,0,8.59,400,0,4216,2
4,25,0,7.52,2000,1,4209,2
7,21,0,10.16,1600,1,5499,1
2,6,0,9.2,200,0,4238,1
5,9,0,12.63,600,0,5928,1
4,10,0,10.45,800,1,6090,2
5,35,1,6.92,1200,1,5559,2
3,24,1,6.5,800,0,6140,2
9,15,0,14.48,1200,1,4467,2
3,9,0,9.35,1000,0,4813,2
7,12,0,13.44,1000,0,5361,1
7,16,0,11.34,200,0,5097,2
